raw_description,amount,currency,direction,transaction_type,merchant_name,mcc,label,source
MONTHLY ACCOUNT FEE,27.66,GBP,debit,SO,BARCLAYS,6051,Fees,synthetic
FASTER PAYMENT GLOBEX CORP PAYROLL REF 65798756,4651.88,GBP,credit,FPS,GLOBEX CORP,,Salary,synthetic
BACS KINGS COLLEGE LONDON 44529.,485.20,GBP,debit,BACS,KINGS COLLEGE LONDON,8220,Education,synthetic
BACS UDEMY LONDON 70322,278.11,GBP,debit,BACS,UDEMY,8299,Education,synthetic
BACS HMRC PAYMENT,181.51,GBP,debit,BACS,COUNCIL TAX,9211,Taxes,synthetic
BACS HMRC PAYMENT,144.87,GBP,debit,BACS,HM REVENUE & CUSTOMS,9399,Taxes,synthetic
BACS DIRECT LINE REF 43035177,106.20,GBP,debit,BACS,DIRECT LINE,5960,Insurance,synthetic
CARD PAYMENT NINTENDO ESHOP LONDON 20260607,64.94,GBP,debit,CARD,NINTENDO ESHOP,7922,Entertainment,synthetic
CARD PAYMENT OPEN UNIVERSITY LONDON 15JAN,387.65,GBP,debit,CARD,OPEN UNIVERSITY,8220,Education,synthetic
VISA STEAM GAMES  04AUG,65.02,GBP,debit,CARD,STEAM GAMES,7922,Entertainment,synthetic
VISA GULF REF 65707438,117.41,GBP,debit,CARD,GULF,5541,Fuel,synthetic
LINK ATM CASH MACHINE MANCHESTER 21/05/2024,50.78,GBP,debit,ATM,CASH MACHINE,6011,Cash Withdrawal,synthetic
CARD STEAM GAMES MANCHESTER 14/09/2025,108.20,GBP,debit,CARD,STEAM GAMES,7999,Entertainment,synthetic
CARD ALDI LEEDS 20231118,104.16,GBP,debit,CARD,ALDI,5411,Groceries,synthetic
BACS LANDLORD,2370.00,GBP,debit,BACS,LANDLORD,6513,Rent/Mortgage,synthetic
DIRECT DEBIT LANDLORD 19936.,1151.27,GBP,debit,DD,LANDLORD,6513,Rent/Mortgage,synthetic
CARD PAYMENT POST OFFICE  23FEB,89.15,GBP,debit,CARD,POST OFFICE,7299,Other,synthetic
CARD PAYMENT VISION EXPRESS  17/09/2023,123.78,GBP,debit,CARD,VISION EXPRESS,8011,Healthcare,synthetic
MASTERCARD JET ,82.85,GBP,debit,CARD,JET,5542,Fuel,synthetic
DD LEGAL & GENERAL  05 OCT,21.29,GBP,debit,DD,LEGAL & GENERAL,5960,Insurance,synthetic
DD SAVE THE CHILDREN  38249,79.60,GBP,debit,DD,SAVE THE CHILDREN,8398,Charity,synthetic
VISA TESCO STORES LEEDS,83.71,GBP,debit,CARD,TESCO STORES,5300,Groceries,synthetic
TRANSFER TO ISA,4029.77,GBP,credit,TFR,,,Transfers,synthetic
PAYPAL MACMILLAN REF 90557939,34.38,GBP,debit,PAYPAL,MACMILLAN,8398,Charity,synthetic
POS PLAYSTATION NETWORK REF 88676876,139.43,GBP,debit,POS,PLAYSTATION NETWORK,7832,Entertainment,synthetic
CARD PAYMENT NHS PRESCRIPTION LONDON 18546,64.09,GBP,debit,CARD,NHS PRESCRIPTION,8011,Healthcare,synthetic
BACS DVLA VEHICLE TAX,255.68,GBP,debit,BACS,HMRC,9211,Taxes,synthetic
CARD PAYMENT SELF ASSESSMENT TAX,38.68,GBP,debit,CARD,COUNCIL TAX,9399,Taxes,synthetic
FASTER PAYMENT FROM CURRENT ACCOUNT 20230523 REF 92398978,2522.58,GBP,credit,FPS,,,Transfers,synthetic
DIRECT DEBIT TALKTALK REF 41088690,129.79,GBP,debit,DD,TALKTALK,4899,Utilities,synthetic
CASH WITHDRAWAL LINK ATM LONDON 24MAY.,411.05,GBP,debit,ATM,LINK ATM,6010,Cash Withdrawal,synthetic
CARD ROYAL MAIL ,105.47,GBP,debit,CARD,ROYAL MAIL,7299,Other,synthetic
CARD PAYMENT CINEWORLD MANCHESTER,93.16,GBP,debit,CARD,CINEWORLD,7832,Entertainment,synthetic
VISA M&S 82791.,110.26,GBP,debit,CARD,M&S,5411,Groceries,synthetic
CARD TEXACO 49534 08/07/2023,115.19,GBP,debit,CARD,TEXACO,5172,Fuel,synthetic
ATM ATM LEEDS 50745,143.17,GBP,debit,ATM,ATM,6010,Cash Withdrawal,synthetic
DD AGE UK LONDON 06/08/2023.,94.26,GBP,debit,DD,AGE UK,8398,Charity,synthetic
OVERDRAFT FEE,37.87,GBP,debit,DD,LLOYDS,6051,Fees,synthetic
DD CLARION HOUSING  70222,629.91,GBP,debit,DD,CLARION HOUSING,9399,Rent/Mortgage,synthetic
CARD PAYMENT KFC REF 81110496,87.91,GBP,debit,CARD,KFC,5814,Dining,synthetic
PAYPAL ADOBE REF 33147442,35.00,GBP,debit,PAYPAL,ADOBE,5968,Subscriptions,synthetic
CARD PAYMENT DVLA VEHICLE TAX,72.80,GBP,debit,CARD,HMRC,9399,Taxes,synthetic
CARD PAYMENT POST OFFICE  80911,23.39,GBP,debit,CARD,POST OFFICE,7299,Other,synthetic
POS BLACK CAB BIRMINGHAM 69225,62.37,GBP,debit,POS,BLACK CAB,4789,Transport,synthetic
STANDING ORDER L&Q ,1369.67,GBP,debit,SO,L&Q,9399,Rent/Mortgage,synthetic
FASTER PAYMENT SALARY HALCYON GROUP,1236.43,GBP,credit,FPS,HALCYON GROUP,,Salary,synthetic
DIRECT DEBIT ADMIRAL  15966,22.62,GBP,debit,DD,ADMIRAL,5960,Insurance,synthetic
TRANSFER TO ISA 27/12/2026 REF 53566725,1673.32,GBP,credit,TFR,,,Transfers,synthetic
CARD AMZN REF 28703143,192.74,GBP,debit,CARD,AMZN,5311,Shopping,synthetic
CARD PAYMENT RNLI LONDON,56.57,GBP,debit,CARD,RNLI,8398,Charity,synthetic
BACS CITY LIT NEWCASTLE 39256.,101.34,GBP,debit,BACS,CITY LIT,8299,Education,synthetic
STANDING ORDER CHURCHILL,107.06,GBP,debit,SO,CHURCHILL,5960,Insurance,synthetic
DIRECT DEBIT LANDLORD 53397 09SEP,2248.70,GBP,debit,DD,LANDLORD,6513,Rent/Mortgage,synthetic
LINK ATM LINK ATM,417.75,GBP,debit,ATM,LINK ATM,6010,Cash Withdrawal,synthetic
VISA SEE TICKETS MANCHESTER,34.57,GBP,debit,CARD,SEE TICKETS,7832,Entertainment,synthetic
FPS SALARY PRIME HIRE LTD 01 DEC,5615.98,GBP,credit,FPS,PRIME HIRE LTD,,Salary,synthetic
CARD SANTANDER CYCLES LEEDS 50179 *,21.85,GBP,debit,CARD,SANTANDER CYCLES,4131,Transport,synthetic
BACS LANDLORD 58145 06 JUL,1867.65,GBP,debit,BACS,LANDLORD,6513,Rent/Mortgage,synthetic
FOREIGN TRANSACTION FEE,9.16,GBP,debit,SO,HALIFAX,6012,Fees,synthetic
CARD WETHERSPOONS LONDON 26288,63.18,GBP,debit,CARD,WETHERSPOONS,5814,Dining,synthetic
CARD PAYMENT BUPA MANCHESTER 69267,51.97,GBP,debit,CARD,BUPA,5912,Healthcare,synthetic
TFR TO SAVINGS ACCOUNT,343.45,GBP,credit,TFR,,,Transfers,synthetic
POS FIRST BUS 85022,23.66,GBP,debit,POS,FIRST BUS,4131,Transport,synthetic
POS PASSPORT OFFICE //,186.04,GBP,debit,POS,PASSPORT OFFICE,7299,Other,synthetic
DIRECT DEBIT CLARION HOUSING  82378,1203.07,GBP,debit,DD,CLARION HOUSING,9399,Rent/Mortgage,synthetic
BACS MORTGAGE PAYMENT 26824 23OCT.,2444.78,GBP,debit,BACS,MORTGAGE PAYMENT,9399,Rent/Mortgage,synthetic
CARD PAYMENT BLACK SHEEP COFFEE REF 30041488,4.81,GBP,debit,CARD,BLACK SHEEP COFFEE,5814,Coffee Shops,synthetic
FASTER PAYMENT PRIME HIRE LTD PAYROLL REF 13339687,2427.42,GBP,credit,FPS,PRIME HIRE LTD,,Salary,synthetic
CARD TICKETMASTER 33490,112.78,GBP,debit,CARD,TICKETMASTER,7832,Entertainment,synthetic
DD NATIONWIDE MORTGAGE,1386.32,GBP,debit,DD,NATIONWIDE MORTGAGE,6513,Rent/Mortgage,synthetic
MASTERCARD GREENE KING 39478 10DEC,38.84,GBP,debit,CARD,GREENE KING,5814,Dining,synthetic
CASH WITHDRAWAL CASH MACHINE LONDON 89891,196.29,GBP,debit,ATM,CASH MACHINE,6011,Cash Withdrawal,synthetic
POS TFL LEEDS,84.49,GBP,debit,POS,TFL,4111,Transport,synthetic
CARD AGE UK LONDON 23 JUN,59.00,GBP,debit,CARD,AGE UK,8398,Charity,synthetic
BACS OPEN UNIVERSITY REF 75025705,213.10,GBP,debit,BACS,OPEN UNIVERSITY,8299,Education,synthetic
CARD PAYMENT ARRIVA LEEDS 20230216,29.18,GBP,debit,CARD,ARRIVA,4789,Transport,synthetic
VISA BA,73.56,GBP,debit,CARD,BA,4411,Travel,synthetic
CARD PAYMENT ROYAL MAIL 72917 *,100.07,GBP,debit,CARD,ROYAL MAIL,5999,Other,synthetic
CARD SPOTIFY  63914,7.51,GBP,debit,CARD,SPOTIFY,5734,Subscriptions,synthetic
POS MURCO REF 34728879,24.83,GBP,debit,POS,MURCO,5542,Fuel,synthetic
CARD PAYMENT DISNEY PLUS,33.28,GBP,debit,CARD,DISNEY PLUS,5968,Subscriptions,synthetic
ACCOUNT FEE HALIFAX,2.95,GBP,debit,SO,HALIFAX,6012,Fees,synthetic
APPLE PAY COSTA COFFEE,10.96,GBP,debit,APPLE_PAY,COSTA COFFEE,5814,Coffee Shops,synthetic
DD COUNCIL TAX,312.55,GBP,debit,DD,HM REVENUE & CUSTOMS,9211,Taxes,synthetic
BACS ACME LTD PAYROLL,1565.45,GBP,credit,BACS,ACME LTD,,Salary,synthetic
SO LV 70287,238.77,GBP,debit,SO,LV,5960,Insurance,synthetic
DD AGE UK REF 88544699,91.91,GBP,debit,DD,AGE UK,8398,Charity,synthetic
CARD PAYMENT SUPERDRUG 2118 05/06/2024,120.48,GBP,debit,CARD,SUPERDRUG,8049,Healthcare,synthetic
PAYPAL JUSTGIVING 23683 28/01/2026,42.25,GBP,debit,PAYPAL,JUSTGIVING,8398,Charity,synthetic
CARD PAYMENT NEWCASTLE COLLEGE  14/02/2026,329.85,GBP,debit,CARD,NEWCASTLE COLLEGE,8220,Education,synthetic
PAYPAL AMZN MANCHESTER 20 JUN,66.47,GBP,debit,PAYPAL,AMZN,5399,Shopping,synthetic
CARD STEAM LONDON,84.32,GBP,debit,CARD,STEAM,7999,Entertainment,synthetic
POS ROYAL MAIL REF 37758510,174.15,GBP,debit,POS,ROYAL MAIL,5999,Other,synthetic
PAYPAL APPLE MUSIC  04FEB,30.47,GBP,debit,PAYPAL,APPLE MUSIC,5734,Subscriptions,synthetic
DD RNLI,80.46,GBP,debit,DD,RNLI,8398,Charity,synthetic
TFR TO SAVINGS 24/02/2023,808.59,GBP,credit,TFR,,,Transfers,synthetic
LINK ATM LINK ATM MANCHESTER 11503.,86.38,GBP,debit,ATM,LINK ATM,6010,Cash Withdrawal,synthetic
CARD TEXACO  47231,22.18,GBP,debit,CARD,TEXACO,5542,Fuel,synthetic
CARD PAYMENT STAGECOACH ,6.14,GBP,debit,CARD,STAGECOACH,4789,Transport,synthetic
LINK ATM CASH MACHINE,145.84,GBP,debit,ATM,CASH MACHINE,6011,Cash Withdrawal,synthetic
MASTERCARD BA HEATHROW.,881.45,GBP,debit,CARD,BA,4411,Travel,synthetic
CARD PAYMENT NEWCASTLE COLLEGE ,20.52,GBP,debit,CARD,NEWCASTLE COLLEGE,8299,Education,synthetic
PAYPAL NEXT REF 32955139,50.90,GBP,debit,PAYPAL,NEXT,5399,Shopping,synthetic
CARD BOLT REF 47551535,66.45,GBP,debit,CARD,BOLT,4789,Transport,synthetic
BACS EON PAYMENT,52.89,GBP,debit,BACS,EON,4899,Utilities,synthetic
ATM CASH MACHINE MANCHESTER,13.45,GBP,debit,ATM,CASH MACHINE,6011,Cash Withdrawal,synthetic
BACS ROYAL MAIL ,53.46,GBP,debit,BACS,ROYAL MAIL,5999,Other,synthetic
CARD JD SPORTS REF 74787744 *,61.54,GBP,debit,CARD,JD SPORTS,5310,Shopping,synthetic
BACS HALCYON GROUP PAYROLL REF 88463726,1851.42,GBP,credit,BACS,HALCYON GROUP,,Salary,synthetic
TFR TO JOINT ACCOUNT 19 JUN,231.11,GBP,credit,TFR,,,Transfers,synthetic
STANDING ORDER L&Q ,1210.46,GBP,debit,SO,L&Q,6513,Rent/Mortgage,synthetic
BACS BOOTS MANCHESTER 77600 //,107.40,GBP,debit,BACS,BOOTS,8011,Healthcare,synthetic
DD HALIFAX MORTGAGE ,1408.17,GBP,debit,DD,HALIFAX MORTGAGE,9399,Rent/Mortgage,synthetic
BACS NORTHWIND SERVICES SALARY,3505.31,GBP,credit,BACS,NORTHWIND SERVICES,,Salary,synthetic
CARD STAGECOACH 39358,84.69,GBP,debit,CARD,STAGECOACH,4131,Transport,synthetic
MASTERCARD PIZZA EXPRESS EDINBURGH 81731 //,71.79,GBP,debit,CARD,PIZZA EXPRESS,5812,Dining,sandbox
FPS GLOBEX CORP PAYROLL,2611.49,GBP,credit,FPS,GLOBEX CORP,,Salary,synthetic
APPLE PAY STAGECOACH  27 MAY,20.95,GBP,debit,APPLE_PAY,STAGECOACH,4789,Transport,synthetic
VISA SKY STORE 38349 20 OCT,106.69,GBP,debit,CARD,SKY STORE,7832,Entertainment,synthetic
APPLE PAY TFL TRAVEL CHARGE 866,59.45,GBP,debit,APPLE_PAY,TFL TRAVEL CHARGE,4131,Transport,synthetic
FASTER PAYMENT ACME LIMITED PAYROLL REF 28834844,5574.53,GBP,credit,FPS,ACME LIMITED,,Salary,synthetic
STANDING ORDER HASTINGS 68359 11/12/2026,102.73,GBP,debit,SO,HASTINGS,6300,Insurance,synthetic
DIRECT DEBIT BT REF 82085863,257.18,GBP,debit,DD,BT,4812,Utilities,synthetic
CARD WAITROSE 8899 03/02/2023,41.57,GBP,debit,CARD,WAITROSE,5300,Groceries,synthetic
BACS POST OFFICE,135.79,GBP,debit,BACS,POST OFFICE,7299,Other,synthetic
CARD PAYMENT SANTANDER CYCLES BIRMINGHAM 19 DEC,51.95,GBP,debit,CARD,SANTANDER CYCLES,4121,Transport,synthetic
CARD PAYMENT DVLA VEHICLE TAX,35.07,GBP,debit,CARD,HM REVENUE & CUSTOMS,9211,Taxes,synthetic
TFR TO SAVINGS ACCOUNT,1879.89,GBP,credit,TFR,,,Transfers,synthetic
TRANSFER TO EASY ACCESS SAVER,4070.45,GBP,credit,TFR,,,Transfers,synthetic
CARD ASDA PETROL,81.94,GBP,debit,CARD,ASDA PETROL,5172,Fuel,synthetic
BACS RNLI ,8.73,GBP,debit,BACS,RNLI,8398,Charity,synthetic
POS DRY CLEANERS LONDON 32483,114.42,GBP,debit,POS,DRY CLEANERS,5999,Other,synthetic
DD NSPCC,86.77,GBP,debit,DD,NSPCC,8398,Charity,synthetic
POS PRET A MANGER  66251,10.71,GBP,debit,POS,PRET A MANGER,5812,Coffee Shops,synthetic
MASTERCARD BRITISH AIRWAYS HEATHROW,367.08,GBP,debit,CARD,BRITISH AIRWAYS,4511,Travel,synthetic
CARD DISNEY+  32014,33.83,GBP,debit,CARD,DISNEY+,4899,Subscriptions,sandbox
CARD GOV.UK 88592 17 FEB,118.66,GBP,debit,CARD,GOV.UK,5999,Other,synthetic
MASTERCARD GREENE KING CARDIFF,76.63,GBP,debit,CARD,GREENE KING,5812,Dining,synthetic
ATM CASH MACHINE REF 98672138.,253.50,GBP,debit,ATM,CASH MACHINE,6010,Cash Withdrawal,synthetic
PAYPAL BLACK CAB BIRMINGHAM 09NOV.,39.43,GBP,debit,PAYPAL,BLACK CAB,4131,Transport,synthetic
FPS PRIME HIRE LTD SALARY 16NOV,1241.38,GBP,credit,FPS,PRIME HIRE LTD,,Salary,synthetic
CARD LIDL LONDON 90561,45.22,GBP,debit,CARD,LIDL,5411,Groceries,synthetic
STANDING ORDER LEGAL & GENERAL 36697 13MAR,105.30,GBP,debit,SO,LEGAL & GENERAL,5960,Insurance,synthetic
CARD PAYMENT UBER BIRMINGHAM 13/07/2024,6.51,GBP,debit,CARD,UBER,4121,Transport,synthetic
CARD PAYMENT OPTICIANS REF 72630658,88.95,GBP,debit,CARD,OPTICIANS,5912,Healthcare,synthetic
POS CURRY'S 70566 03JUL,167.42,GBP,debit,POS,CURRY'S,5311,Shopping,synthetic
BACS JUSTGIVING LONDON 60702,37.77,GBP,debit,BACS,JUSTGIVING,8398,Charity,synthetic
TRANSFER TO EASY ACCESS SAVER REF 87346623,402.12,GBP,credit,TFR,,,Transfers,synthetic
FPS PEABODY 41978 21 NOV,993.29,GBP,debit,FPS,PEABODY,9399,Rent/Mortgage,synthetic
GOOGLE PAY MORRISONS 36612,110.82,GBP,debit,GOOGLE_PAY,MORRISONS,5499,Groceries,synthetic
PAYPAL RYANAIR REF 47578102,719.70,GBP,debit,PAYPAL,RYANAIR,4411,Travel,synthetic
DD OPEN UNIVERSITY 15102 *,137.05,GBP,debit,DD,OPEN UNIVERSITY,8299,Education,synthetic
STANDING ORDER HALIFAX MORTGAGE 66713,1599.28,GBP,debit,SO,HALIFAX MORTGAGE,6513,Rent/Mortgage,synthetic
MASTERCARD WAGAMAMA  12355,54.40,GBP,debit,CARD,WAGAMAMA,5814,Dining,synthetic
DD HMRC PAYMENT,281.41,GBP,debit,DD,HMRC,9211,Taxes,synthetic
BACS DRY CLEANERS REF 41707979,76.14,GBP,debit,BACS,DRY CLEANERS,7299,Other,synthetic
BACS UNITED UTILITIES,41.12,GBP,debit,BACS,UNITED UTILITIES,4899,Utilities,synthetic
TRANSFER TO SAVINGS 23 OCT,3725.37,GBP,credit,TFR,,,Transfers,synthetic
TFR TO SAVINGS ACCOUNT REF 16452895,2049.75,GBP,credit,TFR,,,Transfers,synthetic
SO RENT 57171 18 APR,2432.11,GBP,debit,SO,RENT,9399,Rent/Mortgage,synthetic
SO BARCLAYS MORTGAGE  03 OCT,771.76,GBP,debit,SO,BARCLAYS MORTGAGE,6513,Rent/Mortgage,synthetic
POS VUE CINEMA REF 47354880,10.40,GBP,debit,POS,VUE CINEMA,7922,Entertainment,synthetic
DIRECT DEBIT ADMIRAL  26857,356.91,GBP,debit,DD,ADMIRAL,5960,Insurance,synthetic
BACS ROYAL MAIL  76781,108.34,GBP,debit,BACS,ROYAL MAIL,7299,Other,synthetic
CARD PAYMENT NURSERY FEES 85385 20 MAR,244.95,GBP,debit,CARD,NURSERY FEES,8220,Education,synthetic
DIRECT DEBIT BRITISH GAS PAYMENT,174.62,GBP,debit,DD,BRITISH GAS,4900,Utilities,synthetic
MASTERCARD EXPEDIA HEATHROW,75.37,GBP,debit,CARD,EXPEDIA,4411,Travel,synthetic
OVERDRAFT INTEREST CHARGE,6.32,GBP,debit,SO,LLOYDS,6012,Fees,synthetic
POS FIVE GUYS 75774 09NOV,56.95,GBP,debit,POS,FIVE GUYS,5814,Dining,synthetic
CARD POST OFFICE LONDON 20250316,25.00,GBP,debit,CARD,POST OFFICE,7299,Other,synthetic
CARD PAYMENT TRANSPORT FOR LONDON,20.77,GBP,debit,CARD,TRANSPORT FOR LONDON,4111,Transport,synthetic
ACCOUNT FEE BARCLAYS,37.04,GBP,debit,DD,BARCLAYS,6051,Fees,synthetic
POS ROYAL MAIL LONDON,190.95,GBP,debit,POS,ROYAL MAIL,5999,Other,synthetic
PAYPAL UCL 98140,498.28,GBP,debit,PAYPAL,UCL,8220,Education,synthetic
SO CHURCHILL,331.76,GBP,debit,SO,CHURCHILL,5960,Insurance,synthetic
CARD PAYMENT CURRY'S ,242.44,GBP,debit,CARD,CURRY'S,5691,Shopping,synthetic
CARD PAYMENT ASDA PETROL 64984 18JUL,20.40,GBP,debit,CARD,ASDA PETROL,5541,Fuel,synthetic
PAYPAL GREENPEACE REF 38857058.,93.46,GBP,debit,PAYPAL,GREENPEACE,8398,Charity,synthetic
BACS LV  77763,108.38,GBP,debit,BACS,LV,5960,Insurance,sandbox
TFR TO SAVINGS,1324.82,GBP,credit,TFR,,,Transfers,synthetic
MASTERCARD PREMIER INN 42588,612.63,GBP,debit,CARD,PREMIER INN,4722,Travel,synthetic
CARD EXPEDIA GATWICK,40.75,GBP,debit,CARD,EXPEDIA,4722,Travel,synthetic
TRANSFER TO ISA 08JAN REF 97302759,479.78,GBP,credit,TFR,,,Transfers,synthetic
DIRECT DEBIT OCTOPUS ENERGY,249.11,GBP,debit,DD,OCTOPUS ENERGY,4900,Utilities,synthetic
CARD DOMINO'S EDINBURGH 20250226,35.70,GBP,debit,CARD,DOMINO'S,5814,Dining,synthetic
LATE PAYMENT FEE,39.08,GBP,debit,SO,,6012,Fees,synthetic
DD UNIVERSITY REF 37057075 //,215.94,GBP,debit,DD,UNIVERSITY,8220,Education,synthetic
CASH WITHDRAWAL ATM 3700 20260710 //,56.99,GBP,debit,ATM,ATM,6010,Cash Withdrawal,synthetic
BACS NHS 30825,69.65,GBP,debit,BACS,NHS,8049,Healthcare,synthetic
BACS BT GROUP REF 17167272,178.61,GBP,debit,BACS,BT GROUP,4812,Utilities,synthetic
DD BOOTS PHARMACY 62344 01/03/2026,61.07,GBP,debit,DD,BOOTS PHARMACY,8011,Healthcare,synthetic
BACS HAIRDRESSERS 88082,71.05,GBP,debit,BACS,HAIRDRESSERS,7299,Other,synthetic
FPS ACME LIMITED SALARY,4178.11,GBP,credit,FPS,ACME LIMITED,,Salary,synthetic
MASTERCARD ZIZZI 33219 19JUL *,16.97,GBP,debit,CARD,ZIZZI,5812,Dining,synthetic
CARD POST OFFICE 68616 14/11/2025,69.88,GBP,debit,CARD,POST OFFICE,5999,Other,synthetic
GOOGLE PAY ASDA LEEDS 87180,48.27,GBP,debit,GOOGLE_PAY,ASDA,5300,Groceries,synthetic
PAYPAL AGE UK,24.22,GBP,debit,PAYPAL,AGE UK,8398,Charity,synthetic
CARD JET 59989,92.48,GBP,debit,CARD,JET,5172,Fuel,synthetic
CARD PAYMENT GULF,33.87,GBP,debit,CARD,GULF,5541,Fuel,synthetic
FPS DVLA VEHICLE TAX,294.87,GBP,debit,FPS,HM REVENUE & CUSTOMS,9399,Taxes,synthetic
CARD FIVE GUYS MANCHESTER 24NOV,21.88,GBP,debit,CARD,FIVE GUYS,5814,Dining,synthetic
STANDING ORDER CHURCHILL  25689,182.31,GBP,debit,SO,CHURCHILL,6300,Insurance,sandbox
BACS INCOME TAX PAYMENT,294.09,GBP,debit,BACS,COUNCIL TAX,9211,Taxes,synthetic
PAYPAL SCHOOL FEES NEWCASTLE,43.45,GBP,debit,PAYPAL,SCHOOL FEES,8220,Education,synthetic
CARD NHS LONDON 54216,25.65,GBP,debit,CARD,NHS,8049,Healthcare,synthetic
MASTERCARD WAGAMAMA LONDON 28073 *,47.17,GBP,debit,CARD,WAGAMAMA,5812,Dining,synthetic
CARD MCDONALD'S REF 21307671,72.27,GBP,debit,CARD,MCDONALD'S,5812,Dining,synthetic
POS MCDONALDS 17940 25/10/2023,45.06,GBP,debit,POS,MCDONALDS,5812,Dining,synthetic
CARD PAYMENT NURSERY FEES  06AUG,409.71,GBP,debit,CARD,NURSERY FEES,8299,Education,synthetic
LINK ATM CASH MACHINE  28/06/2026,498.04,GBP,debit,ATM,CASH MACHINE,6010,Cash Withdrawal,synthetic
BACS JANE DOE 12-34-56 87654321 RENT AUGUST,1809.18,GBP,debit,BACS,NATIONWIDE MORTGAGE,9399,Rent/Mortgage,synthetic
POS WAITROSE REF 98725654,90.24,GBP,debit,POS,WAITROSE,5411,Groceries,synthetic
SO VITALITY 74316 22FEB,191.33,GBP,debit,SO,VITALITY,5960,Insurance,synthetic
DIRECT DEBIT EON,113.12,GBP,debit,DD,EON,4812,Utilities,synthetic
PAYPAL UBER 19623 21JAN.,3.59,GBP,debit,PAYPAL,UBER,4121,Transport,synthetic
ATM CASH MACHINE 18652 04JUL,366.17,GBP,debit,ATM,CASH MACHINE,6010,Cash Withdrawal,synthetic
FPS ACME LIMITED SALARY,2944.70,GBP,credit,FPS,ACME LIMITED,,Salary,synthetic
BACS SALARY ACME LTD,4549.79,GBP,credit,BACS,ACME LTD,,Salary,synthetic
CARD PAYMENT CITY LIT 72678,390.56,GBP,debit,CARD,CITY LIT,8220,Education,synthetic
CARD SANTANDER CYCLES REF 27789051,23.98,GBP,debit,CARD,SANTANDER CYCLES,4121,Transport,synthetic
CARD PAYMENT MURCO 33808,38.61,GBP,debit,CARD,MURCO,5172,Fuel,synthetic
LINK ATM ATM MANCHESTER,64.32,GBP,debit,ATM,ATM,6011,Cash Withdrawal,synthetic
MASTERCARD SHELL BIRMINGHAM,34.04,GBP,debit,CARD,SHELL,5541,Fuel,synthetic
LATE PAYMENT FEE,36.26,GBP,debit,SO,HSBC,6051,Fees,synthetic
VISA M&S REF 61003997 //,85.36,GBP,debit,CARD,M&S,5300,Groceries,synthetic
FPS GLOBEX CORP PAYROLL 20240411,1472.95,GBP,credit,FPS,GLOBEX CORP,,Salary,synthetic
FASTER PAYMENT TO SAVINGS,2770.95,GBP,credit,FPS,,,Transfers,synthetic
CARD PAYMENT JET MANCHESTER,101.27,GBP,debit,CARD,JET,5172,Fuel,synthetic
STANDING ORDER UNITED UTILITIES PAYMENT,221.62,GBP,debit,SO,UNITED UTILITIES,4899,Utilities,synthetic
SO HASTINGS,262.51,GBP,debit,SO,HASTINGS,6300,Insurance,synthetic
VISA AMAZON PRIME REF 95316737,9.11,GBP,debit,CARD,AMAZON PRIME,4899,Subscriptions,synthetic
CARD CAFE LOCAL LONDON 02 NOV,3.48,GBP,debit,CARD,CAFE LOCAL,5812,Coffee Shops,synthetic
BACS BLUEFIN SOLUTIONS SALARY 20230526,4324.27,GBP,credit,BACS,BLUEFIN SOLUTIONS,,Salary,synthetic
CARD PAYMENT ARRIVA  17 AUG,26.29,GBP,debit,CARD,ARRIVA,4131,Transport,synthetic
STANDING ORDER ADMIRAL REF 61761995,34.30,GBP,debit,SO,ADMIRAL,6300,Insurance,synthetic
POS M&S 26996,118.54,GBP,debit,POS,M&S,5411,Groceries,synthetic
MASTERCARD BP MANCHESTER 84662,33.23,GBP,debit,CARD,BP,5541,Fuel,synthetic
SO DIRECT LINE ,258.64,GBP,debit,SO,DIRECT LINE,5960,Insurance,sandbox
VISA H&M,74.46,GBP,debit,CARD,H&M,5310,Shopping,synthetic
CARD MORRISONS REF 38748452,18.33,GBP,debit,CARD,MORRISONS,5300,Groceries,synthetic
MONTHLY ACCOUNT FEE,23.93,GBP,debit,SO,,6012,Fees,synthetic
APPLE PAY NANDO'S,12.80,GBP,debit,APPLE_PAY,NANDO'S,5814,Dining,synthetic
VISA NEXT 54457,68.94,GBP,debit,CARD,NEXT,5311,Shopping,synthetic
CARD PAYMENT SPOTIFY PREMIUM  84408,32.71,GBP,debit,CARD,SPOTIFY PREMIUM,5734,Subscriptions,synthetic
CARD PAYMENT CITY LIT NEWCASTLE 17JAN,246.91,GBP,debit,CARD,CITY LIT,8299,Education,synthetic
DIRECT DEBIT DIRECT LINE REF 60422980,96.90,GBP,debit,DD,DIRECT LINE,6300,Insurance,synthetic
FOREIGN TRANSACTION FEE,5.20,GBP,debit,SO,NATIONWIDE,6012,Fees,synthetic
CARD JUSTGIVING  09OCT,21.81,GBP,debit,CARD,JUSTGIVING,8398,Charity,synthetic
BACS OPEN UNIVERSITY 30298 04 JUN,199.24,GBP,debit,BACS,OPEN UNIVERSITY,8220,Education,synthetic
PAYPAL AIRBNB GATWICK 94464,97.58,GBP,debit,PAYPAL,AIRBNB,4511,Travel,synthetic
STRIPE EBAY 21812 26/04/2026,150.92,GBP,debit,STRIPE,EBAY,5399,Shopping,synthetic
VISA NETFLIX.COM 44324.,21.29,GBP,debit,CARD,NETFLIX.COM,5734,Subscriptions,synthetic
